1748799723.159909  2469 execve(0xffffdd66c0f0, 0xaaaafdd703f0, 0xffffdd66cac0, 0xffffdd66c0f0, 0xaaaafdd704c8, 0xffffdd66c10d)
1748799723.213917  2469 read(0x3, 0x21223130, 0x1113, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.214189  2469 read(0x1112, 0x21223130, 0x1113, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.214213  2469 read(0x3, 0x21224242, 0x1, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.214235  2469 read(0x0, 0x21224242, 0x1, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.214261  2469 close(0x3, 0xffffa5778010, 0x0, 0x1, 0x211c004c, 0x0)
1748799723.214284  2469 close(0x0, 0xffffa5778010, 0x0, 0x1, 0x211c004c, 0x0)
1748799723.214328  2469 mmap(0x0, 0x25000, 0x3, 0x22, 0xffffffffffffffff, 0x0)
1748799723.214353  2469 mmap(0xffffa52b8000, 0x25000, 0x3, 0x22, 0xffffffffffffffff, 0x0)
1748799723.214561  2469 fstatat(0xffffffffffffff9c, 0xffffa52ee250, 0xffffe1346c60, 0x0, 0x915b40, 0x17f)
1748799723.214585  2469 fstatat(0x0, 0xffffa52ee250, 0xffffe1346c60, 0x0, 0x915b40, 0x17f)
1748799723.214615  2469 fstatat(0xffffffffffffff9c, 0xffffa52e3e60, 0xffffe1346820, 0x0, 0x915b40, 0x17f)
1748799723.214645  2469 fstatat(0x0, 0xffffa52e3e60, 0xffffe1346820, 0x0, 0x915b40, 0x17f)
1748799723.214683  2469 fstatat(0xffffffffffffff9c, 0xffffa52ef410, 0xffffe13470a0, 0x0, 0x915b40, 0x17f)
1748799723.214706  2469 fstatat(0x0, 0xffffa52ef410, 0xffffe13470a0, 0x0, 0x915b40, 0x17f)
1748799723.214733  2469 openat(0xffffffffffffff9c, 0xffffa52eb0b0, 0x80000, 0x0, 0x211c004c, 0x0)
1748799723.214794  2469 openat(0x3, 0xffffa52eb0b0, 0x80000, 0x0, 0x211c004c, 0x0)
1748799723.214820  2469 fstat(0x3, 0xffffe1346d10, 0xffffe1346d10, 0x3, 0x211c004c, 0x0)
1748799723.214843  2469 fstat(0x0, 0xffffe1346d10, 0xffffe1346d10, 0x3, 0x211c004c, 0x0)
1748799723.214867  2469 ioctl(0x3, 0x5401, 0xffffe1346e30, 0xffffe1346e78, 0x8d1d90, 0x0)
1748799723.214889  2469 ioctl(0xffffffffffffffe7, 0x5401, 0xffffe1346e30, 0xffffe1346e78, 0x8d1d90, 0x0)
1748799723.214914  2469 lseek(0x3, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.214936  2469 lseek(0x0, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.214960  2469 lseek(0x3, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.214984  2469 lseek(0x0, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.215007  2469 fstat(0x3, 0xffffe13471e0, 0xffffe13471e0, 0x3, 0x211c004c, 0x0)
1748799723.215031  2469 fstat(0x0, 0xffffe13471e0, 0xffffe13471e0, 0x3, 0x211c004c, 0x0)
1748799723.215054  2469 read(0x3, 0x211ee010, 0x7bd9, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.215319  2469 read(0x7bd8, 0x211ee010, 0x7bd9, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.215342  2469 read(0x3, 0x211f5be8, 0x1, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.215365  2469 read(0x0, 0x211f5be8, 0x1, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.215389  2469 close(0x3, 0xffffa5778010, 0x0, 0x1, 0x211c004c, 0x0)
1748799723.215413  2469 close(0x0, 0xffffa5778010, 0x0, 0x1, 0x211c004c, 0x0)
1748799723.216079  2469 fstatat(0xffffffffffffff9c, 0xffffa52f0110, 0xffffe1346c60, 0x0, 0x915b40, 0x17f)
1748799723.216111  2469 fstatat(0x0, 0xffffa52f0110, 0xffffe1346c60, 0x0, 0x915b40, 0x17f)
1748799723.216148  2469 fstatat(0xffffffffffffff9c, 0xffffa52f0490, 0xffffe1346820, 0x0, 0x915b40, 0x17f)
1748799723.216178  2469 fstatat(0x0, 0xffffa52f0490, 0xffffe1346820, 0x0, 0x915b40, 0x17f)
1748799723.216228  2469 fstatat(0xffffffffffffff9c, 0xffffa52ee210, 0xffffe13470a0, 0x0, 0x915b40, 0x17f)
1748799723.216252  2469 fstatat(0x0, 0xffffa52ee210, 0xffffe13470a0, 0x0, 0x915b40, 0x17f)
1748799723.216279  2469 openat(0xffffffffffffff9c, 0xffffa52eb170, 0x80000, 0x0, 0x211c004c, 0x0)
1748799723.216309  2469 openat(0x3, 0xffffa52eb170, 0x80000, 0x0, 0x211c004c, 0x0)
1748799723.216332  2469 fstat(0x3, 0xffffe1346d10, 0xffffe1346d10, 0x3, 0x211c004c, 0x0)
1748799723.216354  2469 fstat(0x0, 0xffffe1346d10, 0xffffe1346d10, 0x3, 0x211c004c, 0x0)
1748799723.216377  2469 ioctl(0x3, 0x5401, 0xffffe1346e30, 0xffffe1346e78, 0x8d1d90, 0x0)
1748799723.216400  2469 ioctl(0xffffffffffffffe7, 0x5401, 0xffffe1346e30, 0xffffe1346e78, 0x8d1d90, 0x0)
1748799723.216440  2469 lseek(0x3, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.216468  2469 lseek(0x0, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.216505  2469 lseek(0x3, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.216542  2469 lseek(0x0, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.216570  2469 fstat(0x3, 0xffffe13471e0, 0xffffe13471e0, 0x3, 0x211c004c, 0x0)
1748799723.216593  2469 fstat(0x0, 0xffffe13471e0, 0xffffe13471e0, 0x3, 0x211c004c, 0x0)
1748799723.216617  2469 read(0x3, 0x211f6c00, 0x2858, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.216869  2469 read(0x2857, 0x211f6c00, 0x2858, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.216898  2469 read(0x3, 0x211f9457, 0x1, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.216921  2469 read(0x0, 0x211f9457, 0x1, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.216947  2469 close(0x3, 0xffffa5778010, 0x0, 0x1, 0x211c004c, 0x0)
1748799723.216976  2469 close(0x0, 0xffffa5778010, 0x0, 0x1, 0x211c004c, 0x0)
1748799723.217088  2469 fstatat(0xffffffffffffff9c, 0xffffa5313690, 0xffffe1345b00, 0x0, 0x915b40, 0x17f)
1748799723.217114  2469 fstatat(0x0, 0xffffa5313690, 0xffffe1345b00, 0x0, 0x915b40, 0x17f)
1748799723.217143  2469 fstatat(0xffffffffffffff9c, 0xffffa531b6e0, 0xffffe13456c0, 0x0, 0x915b40, 0x17f)
1748799723.217176  2469 fstatat(0x0, 0xffffa531b6e0, 0xffffe13456c0, 0x0, 0x915b40, 0x17f)
1748799723.217216  2469 fstatat(0xffffffffffffff9c, 0xffffa531b730, 0xffffe1345f40, 0x0, 0x915b40, 0x17f)
1748799723.217240  2469 fstatat(0x0, 0xffffa531b730, 0xffffe1345f40, 0x0, 0x915b40, 0x17f)
1748799723.217266  2469 openat(0xffffffffffffff9c, 0xffffa52f7c50, 0x80000, 0x0, 0x211c004c, 0x0)
1748799723.217305  2469 openat(0x3, 0xffffa52f7c50, 0x80000, 0x0, 0x211c004c, 0x0)
1748799723.217331  2469 fstat(0x3, 0xffffe1345bb0, 0xffffe1345bb0, 0x3, 0x211c004c, 0x0)
1748799723.217353  2469 fstat(0x0, 0xffffe1345bb0, 0xffffe1345bb0, 0x3, 0x211c004c, 0x0)
1748799723.217377  2469 ioctl(0x3, 0x5401, 0xffffe1345cd0, 0xffffe1345d18, 0x8d1d90, 0x0)
1748799723.217400  2469 ioctl(0xffffffffffffffe7, 0x5401, 0xffffe1345cd0, 0xffffe1345d18, 0x8d1d90, 0x0)
1748799723.217425  2469 lseek(0x3, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.217448  2469 lseek(0x0, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.217470  2469 lseek(0x3, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.217492  2469 lseek(0x0, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.217515  2469 fstat(0x3, 0xffffe1346080, 0xffffe1346080, 0x3, 0x211c004c, 0x0)
1748799723.217531  2469 fstat(0x0, 0xffffe1346080, 0xffffe1346080, 0x3, 0x211c004c, 0x0)
1748799723.217567  2469 read(0x3, 0x211f6c00, 0xfb7, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.217801  2469 read(0xfb6, 0x211f6c00, 0xfb7, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.217825  2469 read(0x3, 0x211f7bb6, 0x1, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.217847  2469 read(0x0, 0x211f7bb6, 0x1, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.217873  2469 close(0x3, 0xffffa5778010, 0x0, 0x1, 0x211c004c, 0x0)
1748799723.217897  2469 close(0x0, 0xffffa5778010, 0x0, 0x1, 0x211c004c, 0x0)
1748799723.217952  2469 mmap(0x0, 0x40000, 0x3, 0x22, 0xffffffffffffffff, 0x0)
1748799723.217978  2469 mmap(0xffffa5278000, 0x40000, 0x3, 0x22, 0xffffffffffffffff, 0x0)
1748799723.218167  2469 fstatat(0xffffffffffffff9c, 0xffffa5358750, 0xffffe1347dc0, 0x0, 0x915b40, 0x17f)
1748799723.218192  2469 fstatat(0x0, 0xffffa5358750, 0xffffe1347dc0, 0x0, 0x915b40, 0x17f)
1748799723.218244  2469 fstatat(0xffffffffffffff9c, 0xffffa5352e60, 0xffffe1347980, 0x0, 0x915b40, 0x17f)
1748799723.218299  2469 fstatat(0x0, 0xffffa5352e60, 0xffffe1347980, 0x0, 0x915b40, 0x17f)
1748799723.218358  2469 fstatat(0xffffffffffffff9c, 0xffffa535bc80, 0xffffe1348200, 0x0, 0x915b40, 0x17f)
1748799723.218384  2469 fstatat(0x0, 0xffffa535bc80, 0xffffe1348200, 0x0, 0x915b40, 0x17f)
1748799723.218412  2469 openat(0xffffffffffffff9c, 0xffffa5355950, 0x80000, 0x0, 0x211c004c, 0x0)
1748799723.218448  2469 openat(0x3, 0xffffa5355950, 0x80000, 0x0, 0x211c004c, 0x0)
1748799723.218471  2469 fstat(0x3, 0xffffe1347e70, 0xffffe1347e70, 0x3, 0x211c004c, 0x0)
1748799723.218493  2469 fstat(0x0, 0xffffe1347e70, 0xffffe1347e70, 0x3, 0x211c004c, 0x0)
1748799723.218517  2469 ioctl(0x3, 0x5401, 0xffffe1347f90, 0xffffe1347fd8, 0x8d1d90, 0x0)
1748799723.218538  2469 ioctl(0xffffffffffffffe7, 0x5401, 0xffffe1347f90, 0xffffe1347fd8, 0x8d1d90, 0x0)
1748799723.218562  2469 lseek(0x3, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.218590  2469 lseek(0x0, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.218624  2469 lseek(0x3, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.218646  2469 lseek(0x0, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.218669  2469 fstat(0x3, 0xffffe1348340, 0xffffe1348340, 0x3, 0x211c004c, 0x0)
1748799723.218692  2469 fstat(0x0, 0xffffe1348340, 0xffffe1348340, 0x3, 0x211c004c, 0x0)
1748799723.218715  2469 read(0x3, 0x211f5d90, 0xdac, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.218964  2469 read(0xdab, 0x211f5d90, 0xdac, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.218987  2469 read(0x3, 0x211f6b3b, 0x1, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.219010  2469 read(0x0, 0x211f6b3b, 0x1, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.219034  2469 close(0x3, 0xffffa5778010, 0x0, 0x1, 0x211c004c, 0x0)
1748799723.219058  2469 close(0x0, 0xffffa5778010, 0x0, 0x1, 0x211c004c, 0x0)
1748799723.219200  2469 fstatat(0xffffffffffffff9c, 0xffffa5358e50, 0xffffe1348a20, 0x0, 0x915b40, 0x17f)
1748799723.219225  2469 fstatat(0xfffffffffffffffe, 0xffffa5358e50, 0xffffe1348a20, 0x0, 0x915b40, 0x17f)
1748799723.219252  2469 fstatat(0xffffffffffffff9c, 0xffffa5356320, 0xffffe1348a20, 0x0, 0x915b40, 0x17f)
1748799723.219278  2469 fstatat(0xfffffffffffffffe, 0xffffa5356320, 0xffffe1348a20, 0x0, 0x915b40, 0x17f)
1748799723.219308  2469 geteuid(0xffffa53d19f0, 0x0, 0xa, 0xb, 0x915bc8, 0x211c0000)
1748799723.219331  2469 geteuid(0x0, 0x0, 0xa, 0xb, 0x915bc8, 0x211c0000)
1748799723.219355  2469 getuid(0xffffa53d19f0, 0x0, 0xa, 0xb, 0x915bc8, 0x211c0000)
1748799723.219377  2469 getuid(0x0, 0x0, 0xa, 0xb, 0x915bc8, 0x211c0000)
1748799723.219401  2469 getegid(0xffffa53d19f0, 0x0, 0xa, 0xb, 0x915bc8, 0x211c0000)
1748799723.219423  2469 getegid(0x0, 0x0, 0xa, 0xb, 0x915bc8, 0x211c0000)
1748799723.219448  2469 getgid(0xffffa53d19f0, 0x0, 0xa, 0xb, 0x915bc8, 0x211c0000)
1748799723.219470  2469 getgid(0x0, 0x0, 0xa, 0xb, 0x915bc8, 0x211c0000)
1748799723.219511  2469 fstatat(0xffffffffffffff9c, 0xffffa5352b90, 0xffffe1348d10, 0x0, 0x915b40, 0x17f)
1748799723.219567  2469 fstatat(0xfffffffffffffffe, 0xffffa5352b90, 0xffffe1348d10, 0x0, 0x915b40, 0x17f)
1748799723.219629  2469 fstatat(0xffffffffffffff9c, 0xffffa531bc80, 0xffffe1348c40, 0x0, 0x915b40, 0x17f)
1748799723.220246  2469 fstatat(0x0, 0xffffa531bc80, 0xffffe1348c40, 0x0, 0x915b40, 0x17f)
1748799723.220283  2469 openat(0xffffffffffffff9c, 0xffffa531bc80, 0x84800, 0x0, 0x211c004c, 0x0)
1748799723.220307  2469 openat(0x3, 0xffffa531bc80, 0x84800, 0x0, 0x211c004c, 0x0)
1748799723.220330  2469 fstat(0x3, 0xffffe1348a98, 0xffffe1348a98, 0x3, 0x211c004c, 0x0)
1748799723.220353  2469 fstat(0x0, 0xffffe1348a98, 0xffffe1348a98, 0x3, 0x211c004c, 0x0)
1748799723.220378  2469 getdents64(0x3, 0x2122b8d0, 0x8000, 0x7fffffff, 0x915b40, 0x17f)
1748799723.220451  2469 getdents64(0x30, 0x2122b8d0, 0x8000, 0x7fffffff, 0x915b40, 0x17f)
1748799723.220475  2469 getdents64(0x3, 0x2122b8d0, 0x8000, 0x7fffffff, 0x915b40, 0x17f)
1748799723.220508  2469 getdents64(0x0, 0x2122b8d0, 0x8000, 0x7fffffff, 0x915b40, 0x17f)
1748799723.220532  2469 close(0x3, 0x0, 0x0, 0xffffa55e8108, 0x0, 0xffffffff)
1748799723.220555  2469 close(0x0, 0x0, 0x0, 0xffffa55e8108, 0x0, 0xffffffff)
1748799723.220587  2469 fstatat(0xffffffffffffff9c, 0xffffa5358f90, 0xffffe1348c40, 0x0, 0x915b40, 0x17f)
1748799723.220835  2469 fstatat(0x0, 0xffffa5358f90, 0xffffe1348c40, 0x0, 0x915b40, 0x17f)
1748799723.220872  2469 openat(0xffffffffffffff9c, 0xffffa5358ed0, 0x84800, 0x0, 0x211c004c, 0x0)
1748799723.220897  2469 openat(0x3, 0xffffa5358ed0, 0x84800, 0x0, 0x211c004c, 0x0)
1748799723.220919  2469 fstat(0x3, 0xffffe1348a98, 0xffffe1348a98, 0x3, 0x211c004c, 0x0)
1748799723.220942  2469 fstat(0x0, 0xffffe1348a98, 0xffffe1348a98, 0x3, 0x211c004c, 0x0)
1748799723.220965  2469 getdents64(0x3, 0x2122b8d0, 0x8000, 0x7fffffff, 0x915b40, 0x17f)
1748799723.221042  2469 getdents64(0x160, 0x2122b8d0, 0x8000, 0x7fffffff, 0x915b40, 0x17f)
1748799723.221068  2469 getdents64(0x3, 0x2122b8d0, 0x8000, 0x7fffffff, 0x915b40, 0x17f)
1748799723.221093  2469 getdents64(0x0, 0x2122b8d0, 0x8000, 0x7fffffff, 0x915b40, 0x17f)
1748799723.221115  2469 close(0x3, 0x0, 0x0, 0xffffa55e8108, 0x0, 0xffffffff)
1748799723.221139  2469 close(0x0, 0x0, 0x0, 0xffffa55e8108, 0x0, 0xffffffff)
1748799723.221166  2469 fstatat(0xffffffffffffff9c, 0xffffa531bc80, 0xffffe1348c40, 0x0, 0x915b40, 0x17f)
1748799723.221193  2469 fstatat(0xfffffffffffffffe, 0xffffa531bc80, 0xffffe1348c40, 0x0, 0x915b40, 0x17f)
1748799723.221253  2469 fstatat(0xffffffffffffff9c, 0xffffa52deb10, 0xffffe1347980, 0x0, 0x915b40, 0x17f)
1748799723.221276  2469 fstatat(0x0, 0xffffa52deb10, 0xffffe1347980, 0x0, 0x915b40, 0x17f)
1748799723.221307  2469 fstatat(0xffffffffffffff9c, 0xffffa531beb0, 0xffffe1347540, 0x0, 0x915b40, 0x17f)
1748799723.221575  2469 fstatat(0x0, 0xffffa531beb0, 0xffffe1347540, 0x0, 0x915b40, 0x17f)
1748799723.221624  2469 fstatat(0xffffffffffffff9c, 0xffffa531bf00, 0xffffe1347dc0, 0x0, 0x915b40, 0x17f)
1748799723.221648  2469 fstatat(0x0, 0xffffa531bf00, 0xffffe1347dc0, 0x0, 0x915b40, 0x17f)
1748799723.221677  2469 openat(0xffffffffffffff9c, 0xffffa527c1d0, 0x80000, 0x0, 0x211c004c, 0x0)
1748799723.221706  2469 openat(0x3, 0xffffa527c1d0, 0x80000, 0x0, 0x211c004c, 0x0)
1748799723.221729  2469 fstat(0x3, 0xffffe1347a30, 0xffffe1347a30, 0x3, 0x211c004c, 0x0)
1748799723.221751  2469 fstat(0x0, 0xffffe1347a30, 0xffffe1347a30, 0x3, 0x211c004c, 0x0)
1748799723.221775  2469 ioctl(0x3, 0x5401, 0xffffe1347b50, 0xffffe1347b98, 0x8d1d90, 0x0)
1748799723.221797  2469 ioctl(0xffffffffffffffe7, 0x5401, 0xffffe1347b50, 0xffffe1347b98, 0x8d1d90, 0x0)
1748799723.221820  2469 lseek(0x3, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.221842  2469 lseek(0x0, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.221867  2469 lseek(0x3, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.221889  2469 lseek(0x0, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.221911  2469 fstat(0x3, 0xffffe1347f00, 0xffffe1347f00, 0x3, 0x211c004c, 0x0)
1748799723.221934  2469 fstat(0x0, 0xffffe1347f00, 0xffffe1347f00, 0x3, 0x211c004c, 0x0)
1748799723.221956  2469 read(0x3, 0xffffa5353450, 0xdb, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.222029  2469 read(0xda, 0xffffa5353450, 0xdb, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.222052  2469 read(0x3, 0xffffa535352a, 0x1, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.222074  2469 read(0x0, 0xffffa535352a, 0x1, 0xffffa5778010, 0x915b40, 0x17f)
1748799723.222099  2469 close(0x3, 0xffffa5778010, 0x0, 0x1, 0x211c004c, 0x0)
1748799723.222121  2469 close(0x0, 0xffffa5778010, 0x0, 0x1, 0x211c004c, 0x0)
1748799723.222164  2469 fstatat(0xffffffffffffff9c, 0xffffa52e7090, 0xffffe1346820, 0x0, 0x915b40, 0x17f)
1748799723.222187  2469 fstatat(0x0, 0xffffa52e7090, 0xffffe1346820, 0x0, 0x915b40, 0x17f)
1748799723.222219  2469 fstatat(0xffffffffffffff9c, 0xffffa531c990, 0xffffe1346290, 0x0, 0x915b40, 0x17f)
1748799723.222242  2469 fstatat(0x0, 0xffffa531c990, 0xffffe1346290, 0x0, 0x915b40, 0x17f)
1748799723.222269  2469 fstatat(0xffffffffffffff9c, 0xffffa531ca10, 0xffffe1345ea0, 0x0, 0x915b40, 0x17f)
1748799723.222292  2469 fstatat(0x0, 0xffffa531ca10, 0xffffe1345ea0, 0x0, 0x915b40, 0x17f)
1748799723.222323  2469 fstatat(0xffffffffffffff9c, 0xffffa52e7090, 0xffffe1346820, 0x0, 0x915b40, 0x17f)
1748799723.222346  2469 fstatat(0x0, 0xffffa52e7090, 0xffffe1346820, 0x0, 0x915b40, 0x17f)
1748799723.222370  2469 openat(0xffffffffffffff9c, 0xffffa52e7090, 0x84800, 0x0, 0x211c004c, 0x0)
1748799723.222394  2469 openat(0x3, 0xffffa52e7090, 0x84800, 0x0, 0x211c004c, 0x0)
1748799723.222416  2469 fstat(0x3, 0xffffe1346748, 0xffffe1346748, 0x3, 0x211c004c, 0x0)
1748799723.222439  2469 fstat(0x0, 0xffffe1346748, 0xffffe1346748, 0x3, 0x211c004c, 0x0)
1748799723.222461  2469 getdents64(0x3, 0x2122b8d0, 0x8000, 0x7fffffff, 0x915b40, 0x17f)
1748799723.222587  2469 getdents64(0xb88, 0x2122b8d0, 0x8000, 0x7fffffff, 0x915b40, 0x17f)
1748799723.222619  2469 getdents64(0x3, 0x2122b8d0, 0x8000, 0x7fffffff, 0x915b40, 0x17f)
1748799723.222642  2469 getdents64(0x0, 0x2122b8d0, 0x8000, 0x7fffffff, 0x915b40, 0x17f)
1748799723.222672  2469 close(0x3, 0x0, 0x0, 0xffffa55e8108, 0x0, 0xffffffff)
1748799723.222708  2469 close(0x0, 0x0, 0x0, 0xffffa55e8108, 0x0, 0xffffffff)
1748799723.222748  2469 fstatat(0xffffffffffffff9c, 0xffffa52830f0, 0xffffe1346290, 0x0, 0x915b40, 0x17f)
1748799723.222772  2469 fstatat(0x0, 0xffffa52830f0, 0xffffe1346290, 0x0, 0x915b40, 0x17f)
1748799723.222799  2469 fstatat(0xffffffffffffff9c, 0xffffa52830f0, 0xffffe1345ea0, 0x0, 0x915b40, 0x17f)
1748799723.222822  2469 fstatat(0x0, 0xffffa52830f0, 0xffffe1345ea0, 0x0, 0x915b40, 0x17f)
1748799723.222852  2469 fstatat(0xffffffffffffff9c, 0xffffa5283140, 0xffffe1346820, 0x0, 0x915b40, 0x17f)
1748799723.222875  2469 fstatat(0x0, 0xffffa5283140, 0xffffe1346820, 0x0, 0x915b40, 0x17f)
1748799723.222899  2469 openat(0xffffffffffffff9c, 0xffffa5283140, 0x84800, 0x0, 0x211c004c, 0x0)
1748799723.222923  2469 openat(0x3, 0xffffa5283140, 0x84800, 0x0, 0x211c004c, 0x0)
1748799723.222945  2469 fstat(0x3, 0xffffe1346748, 0xffffe1346748, 0x3, 0x211c004c, 0x0)
1748799723.222967  2469 fstat(0x0, 0xffffe1346748, 0xffffe1346748, 0x3, 0x211c004c, 0x0)
1748799723.222989  2469 getdents64(0x3, 0x2122b8d0, 0x8000, 0x7fffffff, 0x915b40, 0x17f)
1748799723.223014  2469 getdents64(0x30, 0x2122b8d0, 0x8000, 0x7fffffff, 0x915b40, 0x17f)
1748799723.223037  2469 getdents64(0x3, 0x2122b8d0, 0x8000, 0x7fffffff, 0x915b40, 0x17f)
1748799723.223059  2469 getdents64(0x0, 0x2122b8d0, 0x8000, 0x7fffffff, 0x915b40, 0x17f)
1748799723.223081  2469 close(0x3, 0x0, 0x0, 0xffffa55e8108, 0x0, 0xffffffff)
1748799723.223104  2469 close(0x0, 0x0, 0x0, 0xffffa55e8108, 0x0, 0xffffffff)
1748799723.223134  2469 fstatat(0xffffffffffffff9c, 0xffffa531cc10, 0xffffe1346290, 0x0, 0x915b40, 0x17f)
1748799723.223156  2469 fstatat(0x0, 0xffffa531cc10, 0xffffe1346290, 0x0, 0x915b40, 0x17f)
1748799723.223182  2469 fstatat(0xffffffffffffff9c, 0xffffa531cc90, 0xffffe1345ea0, 0x0, 0x915b40, 0x17f)
1748799723.223204  2469 fstatat(0x0, 0xffffa531cc90, 0xffffe1345ea0, 0x0, 0x915b40, 0x17f)
1748799723.223231  2469 fstatat(0xffffffffffffff9c, 0xffffa531c9d0, 0xffffe1346820, 0x0, 0x915b40, 0x17f)
1748799723.223254  2469 fstatat(0x0, 0xffffa531c9d0, 0xffffe1346820, 0x0, 0x915b40, 0x17f)
1748799723.223277  2469 openat(0xffffffffffffff9c, 0xffffa531c9d0, 0x84800, 0x0, 0x211c004c, 0x0)
1748799723.223300  2469 openat(0x3, 0xffffa531c9d0, 0x84800, 0x0, 0x211c004c, 0x0)
1748799723.223323  2469 fstat(0x3, 0xffffe1346748, 0xffffe1346748, 0x3, 0x211c004c, 0x0)
1748799723.223345  2469 fstat(0x0, 0xffffe1346748, 0xffffe1346748, 0x3, 0x211c004c, 0x0)
1748799723.223367  2469 getdents64(0x3, 0x2122b8d0, 0x8000, 0x7fffffff, 0x915b40, 0x17f)
1748799723.223392  2469 getdents64(0x160, 0x2122b8d0, 0x8000, 0x7fffffff, 0x915b40, 0x17f)
1748799723.223416  2469 getdents64(0x3, 0x2122b8d0, 0x8000, 0x7fffffff, 0x915b40, 0x17f)
1748799723.223453  2469 getdents64(0x0, 0x2122b8d0, 0x8000, 0x7fffffff, 0x915b40, 0x17f)
1748799723.223480  2469 close(0x3, 0x0, 0x0, 0xffffa55e8108, 0x0, 0xffffffff)
1748799723.223504  2469 close(0x0, 0x0, 0x0, 0xffffa55e8108, 0x0, 0xffffffff)
1748799723.223622  2469 fstatat(0xffffffffffffff9c, 0xffffa52e7110, 0xffffe1347980, 0x0, 0x915b40, 0x17f)
1748799723.223646  2469 fstatat(0x0, 0xffffa52e7110, 0xffffe1347980, 0x0, 0x915b40, 0x17f)
1748799723.223677  2469 fstatat(0xffffffffffffff9c, 0xffffa52e7110, 0xffffe1347980, 0x0, 0x915b40, 0x17f)
1748799723.223700  2469 fstatat(0x0, 0xffffa52e7110, 0xffffe1347980, 0x0, 0x915b40, 0x17f)
1748799723.223728  2469 fstatat(0xffffffffffffff9c, 0xffffa531bf50, 0xffffe1347980, 0x0, 0x915b40, 0x17f)
1748799723.223752  2469 fstatat(0x0, 0xffffa531bf50, 0xffffe1347980, 0x0, 0x915b40, 0x17f)
1748799723.223779  2469 fstatat(0xffffffffffffff9c, 0xffffa52e7110, 0xffffe1347980, 0x0, 0x915b40, 0x17f)
1748799723.223802  2469 fstatat(0x0, 0xffffa52e7110, 0xffffe1347980, 0x0, 0x915b40, 0x17f)
1748799723.223843  2469 fstatat(0xffffffffffffff9c, 0xffffa534a9d0, 0xffffe134a5b0, 0x0, 0x915b40, 0x17f)
1748799723.223875  2469 fstatat(0x0, 0xffffa534a9d0, 0xffffe134a5b0, 0x0, 0x915b40, 0x17f)
1748799723.223903  2469 openat(0xffffffffffffff9c, 0xffffa5358f90, 0x80000, 0x0, 0x211c004c, 0x0)
1748799723.224078  2469 openat(0x3, 0xffffa5358f90, 0x80000, 0x0, 0x211c004c, 0x0)
1748799723.224102  2469 fstat(0x3, 0xffffe134a000, 0xffffe134a000, 0x3, 0x211c004c, 0x0)
1748799723.224125  2469 fstat(0x0, 0xffffe134a000, 0xffffe134a000, 0x3, 0x211c004c, 0x0)
1748799723.224148  2469 ioctl(0x3, 0x5401, 0xffffe134a120, 0xffffe134a168, 0x8d1d90, 0x0)
